# Program:featureCounts v2.0.2; Command:"featureCounts" "-p" "-a" "/scratch_tmp/grp/msc_appbio/group1/ref_gen/raw_refgen/GCF_000146045.2/genomic.gtf" "-g" "db_xref" "-o" "/scratch_tmp/grp/msc_appbio/group1/outputs/readCounts/readCounts2.txt" "/scratch_tmp/grp/msc_appbio/group1/outputs/star_outs/SRR11318268_Aligned.sortedByCoord.out.bam" "/scratch_tmp/grp/msc_appbio/group1/outputs/star_outs/SRR11318269_Aligned.sortedByCoord.out.bam" "/scratch_tmp/grp/msc_appbio/group1/outputs/star_outs/SRR11318270_Aligned.sortedByCoord.out.bam" "/scratch_tmp/grp/msc_appbio/group1/outputs/star_outs/SRR11318271_Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	/scratch_tmp/grp/msc_appbio/group1/outputs/star_outs/SRR11318268_Aligned.sortedByCoord.out.bam	/scratch_tmp/grp/msc_appbio/group1/outputs/star_outs/SRR11318269_Aligned.sortedByCoord.out.bam	/scratch_tmp/grp/msc_appbio/group1/outputs/star_outs/SRR11318270_Aligned.sortedByCoord.out.bam	/scratch_tmp/grp/msc_appbio/group1/outputs/star_outs/SRR11318271_Aligned.sortedByCoord.out.bam
GenBank:NM_001183215.1	NC_001146.8	695595	697484	+	1890	3534	3883	3221	3439
GenBank:NM_001183216.1	NC_001146.8	697614	699431	-	1818	5500	5543	4904	3935
GenBank:NM_001183217.3	NC_001146.8	699690	700460	+	771	1898	2016	1414	2253
GenBank:NM_001183218.3	NC_001146.8	700541	701659	-	1119	2702	3136	2276	4027
GenBank:NM_001183220.1	NC_001146.8	701895	703085	+	1191	5692	6580	6044	8312
GenBank:NM_001183221.1	NC_001146.8	703699	705876	+	2178	3769	4178	4204	3285
GenBank:NM_001183222.3	NC_001146.8	706139	707608	+	1470	4318	4467	3856	3878
GenBank:NM_001183223.1	NC_001146.8	707788	708195	+	408	4154	4531	4549	4203
GenBank:NM_001183224.1	NC_001146.8	708523	711204	+	2682	4327	4916	4227	3812
GenBank:NM_001183225.3	NC_001146.8	711630	712811	+	1182	3720	3560	2883	2968
GenBank:NM_001183226.3	NC_001146.8	713023	713655	-	633	3586	3611	3097	3079
GenBank:NM_001183227.1	NC_001146.8	714048	715388	-	1341	7822	8497	10912	17040
GenBank:NR_132253.1	NC_001146.8	716120	716284	+	165	429	507	241	823
GenBank:NM_001183228.1	NC_001146.8	716780	718327	-	1548	7972	9483	9275	9197
GenBank:NM_001183229.3	NC_001146.8	719346	720647	-	1302	5177	5736	5196	5460
GenBank:NM_001183230.1	NC_001146.8;NC_001146.8	721120;722303	721770;723112	-;-	1461	6916	8382	6478	10947
GenBank:NR_132254.1	NC_001146.8	721938	722211	-	274	239	302	153	255
GenBank:NM_001183231.1	NC_001146.8	723356	724306	-	951	2797	3002	2730	2969
GeneID:855791	NC_001146.8	726134	726217	-	84	2	6	1	7
GenBank:NM_001183232.3	NC_001146.8	728426	730186	-	1761	6692	7133	6398	6397
GenBank:NM_001183233.3	NC_001146.8	731618	733303	-	1686	932	1074	672	687
GenBank:NM_001183234.1	NC_001146.8	733356	734069	-	714	1801	1990	1405	1638
GenBank:NM_001183235.1	NC_001146.8	734291	735733	+	1443	1627	1770	1150	1196
GenBank:NM_001183236.3	NC_001146.8	736803	738545	+	1743	2587	2716	2419	2143
GenBank:NM_001183237.1	NC_001146.8	739951	742110	+	2160	3377	3519	2940	2474
GenBank:NM_001183238.1	NC_001146.8	742881	743540	-	660	7619	6290	5827	5662
GenBank:NM_001183239.3	NC_001146.8	744360	745343	-	984	875	963	1059	1048
GenBank:NM_001183240.3	NC_001146.8	746943	748766	+	1824	2220	2452	2285	1851
GenBank:NM_001183241.1	NC_001146.8	749136	750008	-	873	4817	4994	5593	4260
GenBank:NM_001183242.1	NC_001146.8	750350	753700	-	3351	1805	2116	1546	1645
GenBank:NM_001183243.3	NC_001146.8	753725	755035	-	1311	514	647	479	389
GenBank:NM_001183244.1	NC_001146.8	755746	759099	-	3354	4813	6368	6088	9735
GenBank:NM_001183245.1	NC_001146.8	760067	760885	-	819	1419	1544	1082	1012
GenBank:NM_001183246.3	NC_001146.8	761123	762592	-	1470	1513	1783	1280	1084
GenBank:NM_001183247.4	NC_001146.8	765375	769376	+	4002	46	55	57	70
GenBank:NM_001183248.1	NC_001146.8	770440	771468	-	1029	0	0	0	0
GenBank:NM_001183249.1	NC_001146.8	772657	774351	+	1695	746	723	79	82
GenBank:NM_001183250.3	NC_001146.8	774792	776300	-	1509	5934	6023	1092	957
GenBank:NM_001183251.1	NC_001146.8	777602	778738	-	1137	0	0	0	0
GenBank:NM_001183252.1	NC_001146.8	779916	781040	+	1125	740	1264	507	450
GenBank:NM_001184621.3	NC_001146.8	781511	781603	-	93	68	147	67	72
GenBank:NM_001183253.3	NC_001146.8	781918	782280	+	363	1	2	0	0
GenBank:NM_001267862.1	NC_001146.8	783287	783541	-	255	1	9	1	1
GenBank:NM_001184623.1	NC_001147.6	585	740	+	156	0	0	0	0
GenBank:NM_001183418.1	NC_001147.6	1647	2078	-	432	126	129	150	221
GenBank:NM_001184575.1	NC_001147.6	4130	4312	+	183	695	669	664	751
GenBank:NM_001183417.1	NC_001147.6	6175	8115	+	1941	5295	5753	4334	4130
GenBank:NM_001183416.1	NC_001147.6	9597	10106	+	510	724	838	636	664
GenBank:NM_001183415.1	NC_001147.6	10119	10766	+	648	585	641	584	571
GenBank:NM_001183414.1	NC_001147.6	11549	11911	-	363	8	5	1	14
GenBank:NM_001348873.1	NC_001147.6	14313	14654	+	342	373	291	322	406
GenBank:NM_001184493.1	NC_001147.6	15233	15505	-	273	1003	973	844	1544
GenBank:NM_001183412.1	NC_001147.6	17281	17796	-	516	3586	3406	3654	3894
GenBank:NM_001183411.1	NC_001147.6	19491	21311	-	1821	3604	4006	3651	3086
GenBank:NM_001183410.1	NC_001147.6	22525	24294	-	1770	1316	1404	1224	977
GenBank:NM_001183409.1	NC_001147.6	25273	26976	+	1704	2048	2323	1705	1486
GenBank:NM_001184666.1	NC_001147.6	27084	27218	+	135	213	238	86	182
GenBank:NM_001183408.1	NC_001147.6	28703	31606	-	2904	31704	37103	29333	28468
GenBank:NM_001183407.1	NC_001147.6	34658	35407	+	750	1579	1653	1588	1563
GeneID:854012	NC_001147.6	36822	38567	-	1746	6615	6448	6933	5331
GenBank:NM_001183406.1	NC_001147.6	40748	42610	+	1863	1730	2031	1774	1886
GenBank:NM_001183405.1	NC_001147.6	43694	44722	+	1029	23769	21090	24490	16194
GenBank:NM_001183403.1	NC_001147.6	44938	45633	+	696	5789	5496	4578	6180
GenBank:NM_001183402.1	NC_001147.6	45760	47574	-	1815	3696	4059	3272	3199
GenBank:NM_001183401.1	NC_001147.6	47933	48643	-	711	26827	22316	29966	27576
GenBank:NM_001183400.1	NC_001147.6	48864	49448	+	585	4112	3526	3150	4594
GenBank:NM_001183399.2	NC_001147.6	49555	52788	-	3234	7283	7587	6872	7591
GenBank:NM_001183398.1	NC_001147.6	53098	54552	+	1455	2407	2619	2179	1895
GenBank:NM_001183397.1	NC_001147.6	54595	55104	-	510	7717	8456	7354	9142
GenBank:NM_001183396.2	NC_001147.6	55558	56280	+	723	6475	6776	4727	5727
GenBank:NM_001183395.2	NC_001147.6	56452	58539	+	2088	851	899	835	614
GenBank:NM_001183394.1	NC_001147.6	58759	60030	+	1272	4130	4992	3730	4482
GenBank:NM_001183393.1	NC_001147.6	60383	61024	-	642	21879	22989	19524	31211
GenBank:NM_001183392.2	NC_001147.6	61325	65350	-	4026	3802	4336	3985	3238
GenBank:NM_001183391.1	NC_001147.6	65621	67114	+	1494	2255	2617	2195	2517
GenBank:NM_001183390.1	NC_001147.6	67561	68754	-	1194	2642	3679	700	928
GenBank:NM_001183389.1	NC_001147.6	69376	70044	-	669	2273	2278	1884	1692
GenBank:NM_001183387.1	NC_001147.6	70325	70690	+	366	7219	5954	6304	6034
GenBank:NM_001183386.1	NC_001147.6	71300	72715	+	1416	1471	1497	1552	1822
GenBank:NM_001183385.1	NC_001147.6	73031	73357	+	327	1845	1568	1419	710
GenBank:NM_001183384.1	NC_001147.6	74400	76979	+	2580	5444	6615	5327	4471
GenBank:NM_001183383.1	NC_001147.6	77560	78114	+	555	14462	13337	14404	14723
GenBank:NM_001183382.1	NC_001147.6	78352	79479	-	1128	1748	1742	1386	1637
GenBank:NM_001183381.1	NC_001147.6;NC_001147.6	80348;80775	80360;81190	+;+	429	40646	45174	44022	72540
GenBank:NM_001183380.1	NC_001147.6	81787	82920	-	1134	36541	28001	47693	35163
GenBank:NM_001183379.2	NC_001147.6	83834	85264	+	1431	3801	4368	3601	4863
GenBank:NM_001183378.1	NC_001147.6	85456	86757	-	1302	1896	2267	2130	3139
GenBank:NM_001183377.1	NC_001147.6	87844	89448	+	1605	10628	11707	16232	16565
GenBank:NM_001183376.1	NC_001147.6	89692	91419	-	1728	6516	6106	7335	6771
GenBank:NM_001183375.1	NC_001147.6;NC_001147.6	92026;92831	92440;92850	-;-	435	16235	17895	17812	32627
GenBank:NM_001183374.1	NC_001147.6;NC_001147.6	93395;94291	93843;94402	-;-	561	26518	32264	31044	47655
GenBank:NM_001183373.1	NC_001147.6	94856	96361	-	1506	9853	8805	11922	8563
GenBank:NM_001348874.1	NC_001147.6	96608	96916	-	309	1362	1277	1012	1051
GenBank:NM_001183371.1	NC_001147.6	97551	99488	+	1938	2672	2406	2283	1709
GenBank:NM_001183370.1	NC_001147.6	99809	100957	+	1149	4613	5110	4334	4534
GenBank:NM_001183369.1	NC_001147.6	101475	103229	+	1755	5235	6128	5337	4990
GenBank:NM_001183368.1	NC_001147.6	103317	103925	-	609	691	692	668	723
GenBank:NM_001183367.1	NC_001147.6	104326	106293	+	1968	5479	6136	3693	3932
GenBank:NM_001183366.1	NC_001147.6	106710	108188	+	1479	4842	5538	5114	5906
GenBank:NM_001183365.1	NC_001147.6	108258	108896	-	639	4614	4608	5328	4100
GenBank:NM_001183364.1	NC_001147.6	109176	109889	+	714	6128	5426	5732	4306
GenBank:NM_001183363.1	NC_001147.6	110297	110638	+	342	156125	146575	156588	284347
GeneID:854041	NC_001147.6	110962	111033	-	72	0	4	5	5
GenBank:NM_001183362.1	NC_001147.6	111431	111886	-	456	4061	4149	3229	3795
GenBank:NM_001183361.1	NC_001147.6	112102	113130	+	1029	1191	1245	900	1145
GeneID:854045	NC_001147.6	113802	113874	+	73	1	0	2	2
GenBank:NM_001183359.1	NC_001147.6	114138	115808	-	1671	1412	1917	1626	1610
GenBank:NM_001183358.1	NC_001147.6	116396	117454	-	1059	368	492	379	282
GenBank:NM_001184384.2	NC_001147.6	118000	123268	+	5269	67	70	46	57
GenBank:NM_001184383.1	NC_001147.6	118000	119322	+	1323	0	0	0	0
GenBank:NM_001183357.1	NC_001147.6	124001	125830	+	1830	5445	5846	5572	7227
GenBank:NM_001183356.1	NC_001147.6	125997	126689	-	693	4836	3882	4254	5051
GenBank:NM_001183355.1	NC_001147.6	126982	127920	-	939	12592	12448	3847	2633
GenBank:NM_001183354.1	NC_001147.6	129237	132482	+	3246	10332	10746	11324	8645
GenBank:NM_001183352.1	NC_001147.6	132725	135838	-	3114	11514	12608	12025	11556
GenBank:NR_132255.1	NC_001147.6	136088	136183	-	96	93	73	84	140
GenBank:NM_001184665.1	NC_001147.6	136220	136405	+	186	204	163	190	287
GenBank:NM_001183351.1	NC_001147.6	136527	137825	-	1299	5951	6608	5308	6858
GenBank:NM_001183350.1	NC_001147.6	138107	139045	-	939	3067	3231	2894	2667
GenBank:NM_001183349.1	NC_001147.6	139227	141347	-	2121	2004	2272	1522	1606
GenBank:NM_001183348.1	NC_001147.6	141584	142555	-	972	3174	3252	3348	3597
GenBank:NM_001183347.1	NC_001147.6	142815	143696	+	882	2774	3071	3148	3285
GenBank:NM_001183346.1	NC_001147.6	144204	145130	+	927	5024	4948	4319	5100
GenBank:NM_001183345.1	NC_001147.6	145334	147163	+	1830	1100	977	912	1377
GenBank:NM_001183344.1	NC_001147.6	147382	150276	+	2895	4401	4796	4936	8022
GenBank:NM_001183343.1	NC_001147.6	150398	153490	-	3093	4785	4825	4741	3667
GenBank:NM_001183342.1	NC_001147.6	153912	154745	-	834	6764	7351	6942	8420
GenBank:NM_001183341.1	NC_001147.6	155287	158637	-	3351	9416	9936	9201	8107
GenBank:NM_001184492.1	NC_001147.6	159173	159445	+	273	4869	4538	3105	5015
GenBank:NM_001183340.1	NC_001147.6	159548	160594	-	1047	106262	101880	119927	79476
GenBank:NM_001348875.1	NC_001147.6	161673	162014	-	342	173	146	141	93
GenBank:NM_001183338.1	NC_001147.6	162356	165331	+	2976	38707	33948	34453	22871
GenBank:NM_001183337.1	NC_001147.6	165714	166952	+	1239	21638	18391	32119	19879
GenBank:NM_001183336.1	NC_001147.6	168727	169974	+	1248	7467	7072	10872	9793
GenBank:NM_001183335.1	NC_001147.6	171070	180309	+	9240	20914	22667	19727	16502
GenBank:NM_001183334.1	NC_001147.6	180558	181427	-	870	1401	1623	1350	1784
GenBank:NM_001183332.1	NC_001147.6	181682	185212	+	3531	2743	2848	2753	2596
GenBank:NM_001184377.1	NC_001147.6	185438	185644	+	207	12435	11610	13086	32788
GenBank:NM_001183331.2	NC_001147.6	185848	186723	-	876	5208	5680	4885	7790
GenBank:NM_001183330.1	NC_001147.6	187024	189414	+	2391	1015	1379	1434	2635
GenBank:NM_001183329.2	NC_001147.6	189658	193542	-	3885	3679	4222	3209	3356
GenBank:NM_001183328.1	NC_001147.6	193832	194800	-	969	6818	6080	6074	4440
GenBank:NM_001183327.1	NC_001147.6	194970	196337	+	1368	3310	3190	3071	2505
GenBank:NM_001183326.1	NC_001147.6	196507	196995	+	489	8092	7621	8455	7550
GenBank:NM_001183325.1	NC_001147.6	197220	198725	-	1506	6720	6300	5460	3676
GenBank:NM_001183324.1	NC_001147.6	198942	200297	+	1356	1663	1711	1553	1237
GenBank:NM_001183323.1	NC_001147.6	200368	201879	-	1512	12653	13124	14291	11641
GenBank:NM_001183322.1	NC_001147.6	201985	202518	-	534	3474	3968	4504	2834
GenBank:NM_001183321.1	NC_001147.6	202696	204471	-	1776	4840	5139	5007	4311
GenBank:NM_001183320.1	NC_001147.6	204731	205885	-	1155	4236	4102	4716	3651
GenBank:NM_001183319.1	NC_001147.6	206103	207176	-	1074	8090	9041	6297	6924
GenBank:NM_001183318.1	NC_001147.6	207392	210265	-	2874	5614	5827	5488	4603
GenBank:NM_001183317.1	NC_001147.6	210520	211995	-	1476	8183	8744	6692	7241
GenBank:NM_001183316.1	NC_001147.6	212244	213734	+	1491	11147	12134	9930	11266
GenBank:NM_001183315.1	NC_001147.6	214017	216137	-	2121	11746	12388	10498	8514
GenBank:NM_001183314.1	NC_001147.6	217126	218448	+	1323	7053	8881	5234	5341
GenBank:NM_001183313.2	NC_001147.6	219211	220473	+	1263	26677	29756	13582	11429
GenBank:NM_001183312.1	NC_001147.6	220767	222902	+	2136	7863	8273	8442	9925
GenBank:NM_001183311.1	NC_001147.6	223268	224179	+	912	1498	1511	823	1065
GenBank:NM_001183310.1	NC_001147.6	224420	226075	-	1656	4907	5645	3598	3442
GeneID:854100	NC_001147.6	226611	226681	-	71	1	10	5	6
GeneID:854101	NC_001147.6	228331	228404	+	74	0	2	0	4
GenBank:NM_001183309.1	NC_001147.6	228614	229834	+	1221	5704	5690	4909	4272
GenBank:NM_001183308.1	NC_001147.6	230085	231272	+	1188	4683	5123	4242	6891
GenBank:NM_001183307.1	NC_001147.6	231570	231755	-	186	108961	96782	120755	84121
GenBank:NM_001183306.1	NC_001147.6	232446	233636	-	1191	2483	2947	2740	3083
GenBank:NR_132256.1	NC_001147.6	234346	234546	+	201	112	139	88	137
GenBank:NM_001183305.1	NC_001147.6	234940	238185	+	3246	13071	13473	14551	10718
GenBank:NM_001183303.1	NC_001147.6	238619	240094	+	1476	6549	6990	7682	8840
GenBank:NM_001183302.1	NC_001147.6;NC_001147.6	240204;241026	240947;241310	-;-	1029	6011	6023	7038	7130
GenBank:NM_001183301.1	NC_001147.6;NC_001147.6	241614;242505	242441;242747	-;-	1071	348	505	537	735
GenBank:NM_001183299.1	NC_001147.6	243497	246802	+	3306	6432	7253	7918	10366
GenBank:NM_001183298.1	NC_001147.6	247150	248301	+	1152	5625	5134	6267	4861
GenBank:NM_001183297.1	NC_001147.6	248392	249534	-	1143	3300	3595	2823	2531
GenBank:NM_001183296.1	NC_001147.6	249825	250916	+	1092	6202	6743	4711	4778
GenBank:NM_001183295.1	NC_001147.6	251267	252646	-	1380	6214	6759	5797	7271
GenBank:NM_001183294.1	NC_001147.6	253149	253577	-	429	28554	32794	34865	46206
GenBank:NM_001183293.1	NC_001147.6	254297	254617	+	321	10660	12548	15183	20895
GenBank:NM_001184641.1	NC_001147.6	254926	255021	-	96	1270	825	1238	1946
GenBank:NM_001183292.1	NC_001147.6	255337	256101	+	765	22523	23229	24111	30087
GenBank:NM_001183290.1	NC_001147.6	256745	259030	+	2286	9040	10798	9697	8002
GenBank:NR_132257.1	NC_001147.6	259489	259578	+	90	84	95	66	146
GenBank:NM_001183288.1	NC_001147.6	259923	263204	+	3282	4195	4477	3771	3853
GenBank:NM_001183287.1	NC_001147.6	263475	265085	+	1611	2929	3564	2375	4643
GenBank:NM_001183286.1	NC_001147.6	265429	266169	+	741	5471	5061	4440	4008
GenBank:NM_001183285.1	NC_001147.6	266264	267529	-	1266	3481	4402	2327	3651
GenBank:NM_001183284.1	NC_001147.6	268187	269641	+	1455	6728	8422	6869	8223
GenBank:NM_001183283.1	NC_001147.6	269815	270420	-	606	1226	1327	1573	1973
GenBank:NM_001183282.1	NC_001147.6	270633	271370	-	738	694	716	692	749
GenBank:NM_001183281.1	NC_001147.6	272003	273724	-	1722	13894	14455	14227	10934
GenBank:NM_001183280.1	NC_001147.6	274012	274353	-	342	5227	4891	5603	5960
GeneID:854132	NC_001147.6;NC_001147.6	274673;274729	274709;274773	+;+	82	0	6	7	0
GenBank:NM_001183279.1	NC_001147.6	274957	276939	+	1983	4418	4431	4557	3685
GenBank:NM_001183278.1	NC_001147.6	277086	277604	+	519	160	153	158	174
GenBank:NM_001183277.1	NC_001147.6	278056	280086	+	2031	3099	3458	2621	2998
GenBank:NM_001183276.2	NC_001147.6	280272	281498	-	1227	6245	6723	4787	5725
GeneID:854137	NC_001147.6	282164	282234	+	71	22	12	16	8
GenBank:NM_001183275.1	NC_001147.6	282421	285426	-	3006	8154	8471	7473	6810
GenBank:NM_001183274.1	NC_001147.6	286172	287950	+	1779	8868	8917	8325	9580
GeneID:854140	NC_001147.6;NC_001147.6	288192;288245	288230;288280	+;+	75	6	2	3	3
GenBank:NM_001184622.1	NC_001147.6	288420	288572	+	153	8	14	12	2
GenBank:NM_001183273.1	NC_001147.6	288898	290553	+	1656	2548	3110	2890	3211
GenBank:NM_001183272.1	NC_001147.6	290881	292074	-	1194	6541	6170	5370	5707
GenBank:NM_001183271.1	NC_001147.6	292529	294673	+	2145	2250	2571	2139	2707
GenBank:NM_001183270.1	NC_001147.6	294777	296120	-	1344	13463	19708	9916	11120
GenBank:NM_001183269.1	NC_001147.6	297078	298838	+	1761	774	922	353	380
GenBank:NM_001183268.1	NC_001147.6	299693	300067	+	375	832	1033	747	1423
GeneID:854148	NC_001147.6;NC_001147.6	301097;301163	301132;301198	+;+	72	101	137	96	296
GenBank:NM_001183267.1	NC_001147.6	301380	303035	-	1656	9276	8041	7130	5258
GenBank:NM_001183266.1	NC_001147.6	303579	303983	-	405	4718	5032	5080	5011
GenBank:NM_001183265.1	NC_001147.6	305349	307409	+	2061	3946	5175	4499	3887
GenBank:NM_001183264.1	NC_001147.6	307938	309041	+	1104	4733	5238	3920	5876
GenBank:NM_001183263.1	NC_001147.6	309324	310139	-	816	2424	2485	2008	1747
GenBank:NM_001183262.1	NC_001147.6	310312	310935	+	624	2123	2164	1784	1955
GenBank:NM_001183261.1	NC_001147.6	311342	312367	-	1026	1239	1925	2033	3287
GenBank:NM_001183260.1	NC_001147.6	313078	315387	-	2310	6049	6587	5569	6634
GenBank:NM_001183259.1	NC_001147.6	315813	316175	-	363	3987	4460	4189	5054
GenBank:NM_001183258.1	NC_001147.6	316938	321548	+	4611	11230	11561	12127	9870
GenBank:NM_001183257.1	NC_001147.6	321858	322994	-	1137	4007	3978	3407	3362
GenBank:NM_001183256.1	NC_001147.6	323411	324364	-	954	9553	10238	3695	3998
GenBank:NM_001183255.1	NC_001147.6	325249	326130	+	882	1929	2182	1917	1936
GenBank:NM_001183420.1	NC_001147.6	326832	329033	+	2202	8669	9121	8024	6978
GenBank:NM_001183421.1	NC_001147.6	329417	331051	+	1635	8944	8848	8863	9084
GenBank:NM_001183422.1	NC_001147.6	331455	332891	+	1437	3616	3320	2816	2897
GenBank:NM_001183423.1	NC_001147.6	333592	334356	+	765	3417	3361	2427	2916
GenBank:NM_001183424.1	NC_001147.6	334509	337343	-	2835	5956	6444	5573	4745
GenBank:NM_001183425.1	NC_001147.6	337680	338621	-	942	4225	3931	3883	4636
GenBank:NM_001183426.1	NC_001147.6	338938	339978	-	1041	86394	92092	87001	76824
GeneID:854169	NC_001147.6	340299	340371	-	73	23	15	9	6
GenBank:NM_001183427.1	NC_001147.6	341278	342414	-	1137	13481	13395	12645	12218
GenBank:NM_001184305.1	NC_001147.6	342857	343081	-	225	119	121	128	123
GenBank:NM_001183428.1	NC_001147.6	344335	345798	+	1464	1851	2146	2374	1772
GenBank:NM_001183429.1	NC_001147.6	346195	346950	-	756	1641	2082	1220	1373
GenBank:NM_001183430.1	NC_001147.6	349679	353863	+	4185	3931	4311	4463	3668
GeneID:854176	NC_001147.6	354041	354113	-	73	2	8	10	9
GenBank:NM_001184576.1	NC_001147.6	355652	355858	+	207	176	126	118	143
GenBank:NM_001183431.1	NC_001147.6	356543	356956	+	414	529	535	449	582
GenBank:NM_001183433.1	NC_001147.6	357674	359947	+	2274	11364	11548	11715	9477
GenBank:NM_001348876.1	NC_001147.6	359993	360352	+	360	2691	3004	2926	3249
GenBank:NM_001183435.1	NC_001147.6	360461	361084	-	624	5780	5403	5419	6301
GenBank:NM_001183436.1	NC_001147.6	361412	363814	+	2403	3539	3670	3169	3084
GenBank:NM_001183437.1	NC_001147.6	364369	366882	+	2514	3424	3605	3554	2628
GenBank:NM_001183438.1	NC_001147.6	368127	370319	+	2193	6926	6133	7345	5106
GenBank:NM_001183439.1	NC_001147.6	370524	370844	-	321	59940	61994	51682	69986
GenBank:NM_001184536.1	NC_001147.6	371685	371957	+	273	13124	10700	11671	11691
GenBank:NM_001183440.1	NC_001147.6	372798	373439	-	642	9102	7828	6404	9019
GenBank:NM_001183441.1	NC_001147.6	373710	375857	-	2148	3805	3637	3298	3364
GenBank:NM_001183442.1	NC_001147.6	376012	377712	-	1701	13992	14832	14068	9611
GenBank:NM_001183444.1	NC_001147.6	378219	379562	+	1344	2090	1976	2377	1798
GenBank:NM_001183445.1	NC_001147.6	379781	380806	+	1026	2583	2475	2626	2791
GenBank:NM_001183446.1	NC_001147.6	381053	382822	+	1770	121557	118916	114034	74715
GenBank:NM_001183447.1	NC_001147.6	383533	384420	-	888	6236	5192	6737	5295
GenBank:NM_001348877.1	NC_001147.6	384600	384935	+	336	19	36	23	19
GenBank:NM_001183449.1	NC_001147.6	386825	388684	+	1860	3926	3880	3762	2857
GeneID:854196	NC_001147.6	389213	389422	+	210	46218	35616	46080	38265
GenBank:NM_001183451.1	NC_001147.6	389771	391075	-	1305	3934	4389	3323	3292
GenBank:NM_001184624.1	NC_001147.6	392176	392376	+	201	179	204	226	214
GenBank:NM_001183452.1	NC_001147.6	392416	394524	-	2109	1923	2242	1990	2997
GenBank:NM_001183453.1	NC_001147.6	394837	397086	-	2250	6858	6368	6135	4795
GenBank:NM_001184667.1	NC_001147.6	397426	397668	-	243	628	685	633	681
GenBank:NM_001183454.1	NC_001147.6	397735	400104	-	2370	7055	7332	7397	5570
GenBank:NM_001183455.1	NC_001147.6	400348	401214	+	867	15981	17467	13414	14373
GenBank:NM_001183456.1	NC_001147.6	401555	402655	+	1101	4241	4583	3241	4591
GenBank:NM_001183457.1	NC_001147.6	402761	405388	-	2628	3749	3923	3759	3947
GenBank:NM_001183458.1	NC_001147.6	405768	406544	+	777	6859	7068	7067	7526
GenBank:NM_001183459.1	NC_001147.6	407064	407921	+	858	10702	9892	11402	9484
GenBank:NR_132258.1	NC_001147.6	407948	408134	-	187	2655	2599	2574	3198
GenBank:NM_001183461.1	NC_001147.6	408425	409660	+	1236	15058	14438	16519	12056
GenBank:NR_132259.1	NC_001147.6	409765	409864	-	100	578	545	452	609
GenBank:NM_001183462.1	NC_001147.6	410870	412330	+	1461	8680	8706	9316	8808
GenBank:NM_001183463.1	NC_001147.6	413007	413480	+	474	3099	2235	2143	1699
GenBank:NM_001183464.1	NC_001147.6	413852	414037	+	186	7847	8141	6300	10266
GenBank:NM_001183465.1	NC_001147.6	414459	415907	-	1449	7314	7707	7249	8503
GenBank:NM_001183466.1	NC_001147.6	416347	417681	-	1335	648	683	683	715
GenBank:NM_001183467.1	NC_001147.6	418630	421650	-	3021	7131	8433	6793	6258
GenBank:NM_001183468.1	NC_001147.6	422668	423732	-	1065	1498	1630	1161	1165
GenBank:NM_001183470.1	NC_001147.6	424846	426084	-	1239	2110	2355	2777	4018
GenBank:NM_001183471.1	NC_001147.6	426772	427224	-	453	27070	28138	24241	27345
GenBank:NM_001183473.1	NC_001147.6	427833	429857	-	2025	12173	11793	12539	9631
GenBank:NM_001183475.1	NC_001147.6	430247	431626	-	1380	7672	7830	7005	5646
GenBank:NM_001183476.1	NC_001147.6	432186	433373	+	1188	4996	5120	4503	3972
GenBank:NM_001183477.1	NC_001147.6	433688	436345	-	2658	6553	7141	5544	4048
GeneID:854224	NC_001147.6;NC_001147.6	438643;438703	438679;438738	+;+	73	66	52	44	88
GenBank:NM_001183478.1	NC_001147.6	438906	440258	-	1353	8737	8833	7593	7040
GenBank:NM_001183479.1	NC_001147.6	440390	441163	-	774	914	1054	845	759
GenBank:NM_001183480.1	NC_001147.6	441534	442553	+	1020	8133	8910	7869	8169
GenBank:NM_001183481.1	NC_001147.6	442725	443531	-	807	3271	2797	2832	3504
GenBank:NM_001183482.1	NC_001147.6	444686	445849	+	1164	47799	59492	60045	95993
GenBank:NM_001183483.1	NC_001147.6	446079	446738	-	660	4357	3878	4018	4259
GenBank:NM_001183484.1	NC_001147.6	447439	448368	+	930	20510	23703	29848	41537
GenBank:NM_001183485.1	NC_001147.6	449436	451325	+	1890	2581	2540	2889	2339
GenBank:NM_001183486.1	NC_001147.6	451729	453462	-	1734	3410	3523	2830	3293
GenBank:NM_001183488.1	NC_001147.6	453768	455795	+	2028	5795	5933	5281	5624
GenBank:NM_001183487.1	NC_001147.6	453869	454213	-	345	0	0	0	0
GenBank:NM_001183489.1	NC_001147.6	455907	457820	-	1914	5405	5271	5404	3961
GenBank:NM_001183490.1	NC_001147.6	459480	461276	-	1797	3938	4568	4162	3970
GenBank:NM_001348878.1	NC_001147.6	461502	461816	+	315	309	322	286	260
GeneID:854239	NC_001147.6;NC_001147.6	464450;464516	464485;464551	+;+	72	0	0	0	0
GenBank:NM_001184526.1	NC_001147.6	464469	464630	+	162	0	0	0	1
GenBank:NM_001183492.1	NC_001147.6	464771	466543	+	1773	1712	1742	1890	1893
GenBank:NM_001183493.1	NC_001147.6	466675	467589	-	915	2010	2260	2353	3196
GenBank:NM_001183494.1	NC_001147.6	468212	469252	+	1041	16345	16940	11331	11011
GenBank:NM_001183495.1	NC_001147.6	469377	471620	-	2244	2905	3033	2631	2579
GenBank:NM_001183496.1	NC_001147.6	471899	472597	+	699	1747	1674	2059	1422
